Nomor Kontrak,Kategori,Uraian Pekerjaan,Unit,Harga Satuan,Update Terakhir
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 1 - Cluster Senoro 5 atau sebaliknya c/w BBM & driver",AU,6325000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 1 - Cluster Senoro 6 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 1 - Cluster B atau sebaliknya c/w BBM & driver",AU,7245000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 1 - Cluster Cendanapura 1 atau sebaliknya c/w BBM & driver",AU,7245000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 1 - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,7245000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 2 - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,6785000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 2 - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,7705000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 2 - CPP Senoro atau sebaliknya c/w BBM & driver",AU,6325000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 2 - Cluster Senoro 3 atau sebaliknya c/w BBM & driver",AU,6325000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 2 - Cluster Senoro 4 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 2 - Cluster Senoro 5 atau sebaliknya c/w BBM & driver",AU,6325000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 2 - Cluster Senoro 6 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 2 - Cluster B atau sebaliknya c/w BBM & driver",AU,7705000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 2 - Cluster Cendanapura 1 atau sebaliknya c/w BBM & driver",AU,6785000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 2 - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,6785000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 3 - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,6785000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 3 - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,7705000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"ttrailer 40"" atau tronton 15 ton, call out, Cluster Senoro 3 - CPP Senoro atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 3 - Cluster Senoro 4 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 3 - Cluster Senoro 5 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 3 - Cluster Senoro 6 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 3 - Cluster B atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 3 - Cluster Cendanapura 1 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 3 - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 4 - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,6785000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 4 - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,7705000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 4 - CPP Senoro atau sebaliknya c/w BBM & driver",AU,6325000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 4 - Cluster Senoro 5 atau sebaliknya c/w BBM & driver",AU,6325000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 4 - Cluster Senoro 6 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 4 - Cluster B atau sebaliknya c/w BBM & driver",AU,7015000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 4 - Cluster Cendanapura 1 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 4 - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 5 - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 5 - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,6785000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 5 - CPP Senoro atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 5 - Cluster Senoro 6 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 5 - Cluster B atau sebaliknya c/w BBM & driver",AU,6785000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 5 - Cluster Cendanapura 1 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 5 - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 6 - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,6325000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 6 - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,7245000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 6 - CPP Senoro atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 6 - Cluster B atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 6 - Cluster Cendanapura 1 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Senoro 6 - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster B - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,7015000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster B - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,7935000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster B - CPP Senoro atau sebaliknya c/w BBM & driver",AU,6785000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster B - Cluster Cendanapura 1 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster B - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Cendanapura 1 - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Cendanapura 1 - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,7475000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Cendanapura 1 - CPP Senoro atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Cendanapura 1 - Cluster Cendanapura 2 atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Cendanapura 2 - Contractor's alternative jetty atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Cendanapura 2 - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,7475000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Cluster Cendanapura 2 - CPP Senoro atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Contractor's alternative jetty - Tankian Jetty atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Contractor's alternative jetty - CPP Senoro atau sebaliknya c/w BBM & driver",AU,6555000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"trailer 40"" atau tronton 15 ton, call out, Tankian Jetty - CPP Senoro atau sebaliknya c/w BBM & driver",AU,6785000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"PBM Luwuk atau Tangkiang (Barang Berbahaya/Barang Khusus), termasuk crane, buruh, administrasi pelabuhan, jasa dermaga , ea = ton/m3",Ton/M3,350000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"PBM Luwuk atau Tangkiang (Barang Berbahaya/Barang Khusus), termasuk crane, buruh, administrasi pelabuhan, jasa dermaga , ea = ton/m3",Ton/M3,350000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"PBM Luwuk atau Tangkiang (Barang Standard), termasuk crane, buruh, administrasi pelabuhan, jasa dermaga, ea = ton/m3",Ton/M3,300000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,Alternative Jetty Facilities (alternatif jetty sesuai propose Kontraktor untuk bongkar muat),Day,1500000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"Bongkar - muat di lokasi jetty alternatif, termasuk  lifting equipment, crew bongkar muat , ea = ton/m3",Ton/M3,300000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"Bongkar - muat di lokasi jetty alternatif, termasuk  lifting equipment, crew bongkar muat , ea = ton/m3",Ton/M3,300000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,"Bongkar - muat equipment dijetty alternative barang yang bergerak sendiri , ea = ton/m3",Ton/M3,200000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,Jasa sewa Open Yard di Jetty Alternative untuk Staging Area (minimun Ukuran 15x15 M2)/day,Day,1500000,2026-09-10 11:51:00
7201250141,LAND TRANSPORTATION,Jasa sewa CloseYard di Jetty Alternative untuk Staging Area (minimun Ukuran 15x15 M2)/day,Day,1500000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,Mobilisasi/ Demobilisasi crane min 70 ton to/from Company Wellsite/ Contractor base,AU,12500000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,Mobilisasi/ Demobilisasi crane min 50 ton to/from Company Wellsite/ Contractor base,AU,12500000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,Mobilisasi/ Demobilisasi Rental Equipment (forklift-loader / excavator/ Vibrator Roller/ Motor Grader/ TMC. Etc) to/from Company Wellsite/ Contractor base,AU,7500000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"Mobilization/ Demobilization of Rental Equipments (Genset/ Air Compressor/ Light Tower/ Fuel Tank, etc) to/from Company Wellsite/ Contractor base",AU,7500000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"crane min 70 ton, call out, (hanya unit)",Day,8500000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"crane min 50 ton, call out, (hanya unit)",Day,8000000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"forklift-loader cap min 5 Ton, call out, (hanya unit)",Day,3500000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"excavator 80-140 HP, call out, (hanya unit)",Day,3000000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"Tronton Flatbed 15 ton, call out (Senoro), c/w winch + operator",Day,3000000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"Vibrator Roller 5-8 T, call out, (hanya unit)",Day,2500000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"Motor-Grader, call out, (hanya unit)",Day,3000000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"Fire Jeep Type M,4WD,Call Out, Cap min: Water Tender up to 500L, premix foam up to 500 L, Dry Powder up to 400 Kg, c/w operators, (hanya unit)",Day,3500000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"Vacuum Truck , Call out, Cap  5000 ltr c/w vacuum pump & acessories, call out, (hanya unit)",Day,2750000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"Hiboy Trailer 40 Ft, Call Out, c/w operator",Day,4000000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"Light / Medium truck 8T, Call Out, c/w operators",Day,2250000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"Truck mounted crane,minimum capacity 5 Ton",Day,5000000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"Genset, cap min 40 KVA, silent type, include maintenance",Month,50000000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"Genset, cap min 80 KVA, silent type, include maintenance",Month,60000000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,Portable Air Compressor,Month,40000000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"Light Tower & Lamp 1000 Watt, c/w cable,plug & acessories",Month,15000000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"Fuel Tank cap 20 KL c/w transfer pump, hose, flow meter, and connection",Month,25000000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"Survey verticality, include surveyor, transport PP, dan equipment",AU,7500000,2026-09-10 11:51:00
7201250141,HEAVY TRANSPORTATION & EQUIPMENT RENTAL,"Penyambungan HDPE/ terpaulin, include personel, transport PP, dan equipment",Day,750000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Pengadaan Diesel Fuel & Lube Oil include Tranportir fee,",Ltr,25000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Besi Plat 3 mm (240 x 120 cm),",Ea,1500000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Besi Plat 2 mm,",Ea,1200000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Cat Besi, 5kg",Ea,344500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Cat Kayu, 5kg",Ea,344500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Cat Tembok, 5kg",Ea,150000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Minyak Tiner,Ea,195000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Kawat bronjong galvanis, SNI",m,37500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Kawat Las, E-6010/ E-6011 (5 kg)",Ea,312000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Kawat Las - E-6012 (5kg),Ea,250000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Kawat Las - E-6013 (5kg),Ea,250000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Kawat Las - E-7024 (5kg),Ea,450000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Kawat Las - LB52U/E7018 (5kg),Ea,400000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Kayu Balok, 6x12x400  Kayu kelas 1",m3,4375000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Kayu Balok, 5x10x400 Kayu kelas 1",m3,4375000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Kayu Balok, 6x12x400  Kayu kelas 2",m3,3125000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Kayu Balok, 6x12x400  Kayu kelas 2",m3,3125000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Kayu Reng 2x3x400 Kayu kelas 1,m3,4375000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Kayu Kaso/lata, 4x6x400 Kayu kelas 1",m3,4375000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Kayu Kaso/lata, 5x5x400 Kayu kelas 1",m3,4375000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Kayu Reng 2x3x400 Kayu kelas 2,m3,3125000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Kayu Kaso/lata, 4x6x400 Kayu kelas 2",m3,3125000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Kayu Kaso/lata, 5x5x400 Kayu kelas 2",m3,3125000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Kayu Papan, 2x20x400 Kayu kelas 1",m3,4375000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Kayu Papan, 3x20x400 Kayu kelas 1",m3,4375000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Kayu Papan, 2x20x400 Kayu kelas 2",m3,3125000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Kayu Papan, 3x20x400 Kayu kelas 2",m3,3125000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Kuas 2""",Ea,19500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Kuas 3""",Ea,26250,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Pipa Besi 1,5""x2mmx 6meter,",Ea,562500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Pipa Besi 2""x2mmx6 meter,",Ea,812000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Pipa Besi 2""x2mmx6 meter, Pipa Galvanis ukuran 1""",m,312500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Pipa PVC AW 2""  (4m)",Ea,243750,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Pipa PVC AW 1/2"" (4m)",Ea,55500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Pipa PVC AW 3/4"" (4m)",Ea,72000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Pipa PVC AW 1"" (4m)",Ea,75000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Pipa PVC AW 4"" (4m)",Ea,500000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Pipa PVC AW 6"" (4m)",Ea,950000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Pipa PVC AW 3""",Ea,250000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Pipa PVC AW 1 1/2""",Ea,122500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Knee PVC 2""",Ea,22500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Knee PVC 1/2""",Ea,4500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Knee PVC 3/4""",Ea,6000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Knee PVC 1""",Ea,7500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Knee PVC 4""",Ea,73125,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Knee PVC 6""",Ea,62500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Knee PVC 3""",Ea,22500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Knee PVC 1 1/2""",Ea,12000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Tee  PVC 2""",Ea,62500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Tee PVC 1/2""",Ea,6000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Tee PVC 3/4""",Ea,37500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Tee PVC 1""",Ea,10000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Tee PVC 4""",Ea,93750,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Tee PVC 6""",Ea,112500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Tee PVC 3""",Ea,21250,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Tee PVC 1 1/2""",Ea,12500,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Lem pipa PVC,Ea,75000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Seal tape,Ea,10000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Sock Drat luar PVC 1""",Ea,13000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Sock Drat luar PVC 1/2""",Ea,10000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Sock Operan 1"" ke 3/4""",Ea,12000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Sock Operan 1-1/2"" - 2""",Ea,28750,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Sock PVC 2""",Ea,28750,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Sock PVC 3/4""",Ea,10000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Sock PVC 4""",Ea,50000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Plastik   rope 6 mm,Ea,156250,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"kran 1/2""",Ea,31250,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"kran 3/4""",Ea,43750,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"stop kran 1/2""",Ea,18750,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"stop kran 3/4""",Ea,25000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Tawas,Ea,20000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,HDPE Geomembrane 0.75mm,Ea,70000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Terpaulin A12,Ea,31250,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Thinner @ 5 Ltr,Ea,181250,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Pasir,m3,293750,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Semen PC 50 kg,Ea,120000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Batu Split 3-5 atau 5-7,m3,450000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Batu Agregate A,m3,400000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Batu Agregate B,m3,375000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Sirtu,m3,300000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Batu Kali,m3,325000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Tanah timbunan,m3,150000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Paku Zeng,Kg,50000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Paku Zeng,Kg,50000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Zeng Gelombang BJLS 0.2,Ea,75000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Paku Tripleks,Ea,50000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,"Batu Bata,",Ea,2000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Paving Block,Ea,7000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Baja Ringan C75 0.75mm @ 6 meter,Ea,150000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Spandex thk. 0.3mm @6m,Ea,300000,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Bubungan Spandex 0.3mm @3 m,Ea,93750,2026-09-10 11:51:00
7201250141,PENGADAAN MATERIAL,Baut baja ringan,Kg,162500,2026-09-10 11:51:00
